country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Caribbean small states,CSS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,59.46189899,56.56448282,57.29461322,57.68478948,58.8175405,61.74487825,62.74910017,59.97863794,55.61314375,54.52868915,55.14688007,54.45595471,55.9346711,12.47439998,12.68962002,12.80772803,13.25504319,12.85133775,4.765834432,7.386085621,7.382659684,7.476728929,7.510175243,9.736972961,9.749510835,9.867033377,10.01809858,10.19974628,10.57454907,11.33945674,11.83242337,12.5512319,13.52632086,14.28396518,14.49982339,13.9663934,14.10785656,14.15374053,14.66784248,14.89125624,15.10926004,18.23432838,15.54576094,15.37723045,15.56576118,15.74330843,14.70930839,,
Cuba,CUB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02129357,7.564321489,7.767324984,7.772145293,8.245152076,8.724384431,8.994244229,9.113587005,9.45011609,9.985805052,11.09368855,12.42027871,14.21293919,12.73084357,12.23628155,12.606726,12.31894587,12.0922159,11.86624206,11.99055004,12.52270767,12.58704452,12.814751,13.10288817,13.08128937,11.64910521,,
Curacao,CUW,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,19.98504967,23.37182011,26.46538007,27.77753844,29.75080065,30.68031994,30.65583772,31.69889742,32.66149763,34.68571859,35.5425399,36.03032054,37.5125475,39.77318664,41.92300114,44.58276758,45.94255992,51.44099954,53.04630522,58.04990006,65.0750117,68.24244169,72.64094504,80.04696226,87.41244849,96.48974984,107.7001891,98.12589116,101.4847821,107.4229168,113.5278411,119.8279692,126.9499017,134.5308424,114.7968569,107.7162355,98.416527,82.1826888,94.77323481,88.71434434,85.81547439,97.32998456,103.8632499,114.500138,108.2774357,86.97614756,,
Czechia,CZE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.86187141,37.67252558,42.23643962,46.14666268,48.21619694,50.40804218,53.75026626,58.95130415,64.25133486,69.25746566,71.27995242,74.23607955,78.6364074,83.43007607,87.52737736,89.04684778,86.68746113,88.61615916,93.23455989,94.84488594,105.7216276,108.1328166,117.5206565,117.9373525,124.3984603,131.6344946,143.1874818,149.1754966,,
Germany,DEU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.20240867,50.23423009,50.15414926,51.70826594,52.90353409,54.51973199,55.9447125,59.03497577,60.72731261,63.16892527,65.67677745,67.26404031,68.59013394,71.31480161,77.08633261,86.33772293,96.50196787,96.70780794,90.51813477,93.60326131,105.4402821,115.5858577,127.8019677,132.1617633,135.7294933,140.4271111,144.1908822,145.6057302,147.144206,141.7045956,,
Djibouti,DJI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.8413415,118.6684508,127.5995677,136.6890365,144.1496492,151.0319544,159.4068735,161.3229793,,
Dominica,DMA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6334188,24.14995735,25.06143152,25.15016879,25.7387379,25.72230507,24.99487857,26.58283747,27.39379752,26.66327106,27.01391301,27.84046063,28.92725223,27.75528266,27.15028492,27.08959027,26.80271145,26.53470024,27.79610326,27.03685185,27.78405526,25.94503014,26.86545198,28.34371903,23.63726956,,
Denmark,DNK,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,184.3352314,167.331258,155.4502038,146.2876408,131.9826892,119.5905962,126.6758681,129.0450755,131.918017,137.0220722,136.3602743,125.0724861,120.4509177,115.3667534,112.6856714,110.3235826,129.677909,147.8169015,171.2566056,162.3067168,155.6227872,164.6897355,175.5889012,184.0202016,203.5858469,220.8624258,239.9822678,262.4931463,284.7060403,312.1684141,346.4020165,375.3749928,407.6118718,414.3168193,430.7561524,446.4729347,492.8469064,530.369844,421.0620357,422.434574,350.9632442,332.319744,395.8007108,288.436096,298.9738934,372.8419202,352.3105638,358.691993,296.349453,351.73927,333.836965,,
Dominican Republic,DOM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.329755871,7.333368333,7.486891108,7.220197069,7.243038363,7.755516616,7.973775833,8.09360262,7.917512315,7.596082394,7.840748827,8.086432654,8.306170779,8.71111364,9.325287544,9.971251963,10.6352576,11.13157366,11.90883886,12.51049341,11.66975831,,
Algeria,DZA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,17.13070675,14.46619349,17.59551626,17.47227021,17.99922738,18.15105589,18.9166738,19.17396323,20.19292628,20.95454179,20.41620287,20.35034338,20.97611724,21.43886372,21.97357348,22.13554952,21.02278967,19.8050855,18.6505929,18.56558128,18.14036428,17.45173057,17.31098619,16.52436659,15.97679146,16.1895842,16.46193269,16.26524871,16.71536943,16.87571587,17.14473859,17.12973175,17.3813147,18.10364537,18.3607041,18.92149972,18.7396069,18.88262977,18.85499442,18.69186866,18.90605122,19.00414484,19.23047657,18.83982081,18.67790153,18.53688623,18.55802992,17.70224385,17.91467078,18.09381748,17.17103279,,
East Asia & Pacific (excluding high income),EAP,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,0.98297294,1.05210071,1.144577709,1.252391635,1.399974977,1.506676222,1.596648427,1.751713931,1.80937634,2.145444589,2.282561744,2.510774512,2.762760519,3.047637145,3.316615305,3.594021875,3.842767663,3.939183214,4.146293796,4.434160565,4.703239194,5.035252112,5.434481904,5.86756347,6.389173164,6.560967138,7.219822566,7.720755341,8.228003591,8.934652811,9.558309246,10.17394181,10.8001181,11.57732377,12.26646575,12.83850823,13.74062846,14.67669285,15.48414063,16.17939368,,
Early-demographic dividend,EAR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,19.36440113,17.00218543,19.34965693,19.12680323,19.63121625,0.939098201,1.344132307,1.369069067,1.320424183,1.288237849,1.824429763,1.852784563,1.883642532,1.903263619,1.912917141,1.924315082,1.923662067,1.956310543,1.998763067,2.043927371,2.420673815,2.491123163,3.037713668,3.078386516,2.912660869,3.018386533,3.142521106,3.231142206,3.250114247,3.290072788,3.421890825,3.403224161,3.385908373,3.510330322,3.770025135,3.942680132,4.041755774,4.217502382,4.339988142,4.336329465,4.571800154,4.781708537,4.9148659,5.104202545,5.271181542,5.431371623,5.621783222,5.782332557,6.003233997,6.193346694,5.952142636,,
East Asia & Pacific,EAS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,66.2009064,5.224015092,5.368777659,5.501236124,5.675745356,5.571003728,5.876230044,6.077546983,6.130273672,6.531028444,6.781390966,7.04331445,7.290281835,7.471489312,8.24778346,8.55161509,8.943688644,9.326352908,9.596632288,9.54268731,9.769678438,10.17522603,10.44630957,10.82028726,11.24991706,11.769991,12.31698823,12.06578131,12.49919894,12.91118662,13.13856878,13.988427,14.54483821,15.12966059,15.73342503,16.51770773,17.35921221,17.87815186,18.8258292,19.78024031,20.58422768,21.18494708,,
Europe & Central Asia (excluding high income),ECA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.548439998,4.97243605,4.515988766,7.781834996,6.829353799,4.463470814,4.463931008,4.519814157,4.735169148,4.762875308,4.934204457,5.211661926,5.610089317,5.944994984,6.402492206,6.906766956,7.28847808,8.166135593,8.75602182,9.186496376,8.567376445,8.73017042,9.537591189,9.830410898,10.30830244,10.18618744,10.41764481,10.33312646,10.51297751,10.70828923,10.85679186,11.70386626,,
Europe & Central Asia,ECS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25978029,42.60636052,44.66012332,40.63894948,41.65775294,28.45497164,27.103641,23.60453021,24.20296469,25.03856426,26.26524543,27.28894878,28.21269608,29.04922011,30.64994928,31.43608961,32.19690458,33.27899264,34.08425221,36.32840021,38.33812072,37.64984488,37.10656104,37.6370233,39.31072057,39.53604186,40.81694037,41.21526473,42.61976263,43.0867057,43.93121851,44.63428697,45.38554858,45.48585533,,
Ecuador,ECU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699072359,5.859177034,6.029289888,6.123259843,6.55178037,6.821997469,7.12240593,7.278391177,7.741088009,7.784940622,8.05938303,8.693506644,9.183990991,9.63827814,10.00345983,10.01335051,9.890548384,10.1247948,10.25533296,10.25657438,9.457832667,,
"Egypt, Arab Rep.",EGY,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.846038024,0.950827342,1.028317097,1.108371355,1.149845055,1.255284377,1.337300854,1.45871677,1.521566901,1.657461954,1.740536137,1.809783513,1.865505233,1.95320598,2.034655348,2.135673309,2.144464055,2.224680091,2.281565313,2.29674102,2.32925821,2.3722138,2.429730451,2.492711052,2.570954225,3.150678104,3.168879779,3.15451198,3.167287177,3.210150781,3.267723974,3.404093284,3.556473604,3.72026266,3.803586687,3.90848632,4.09680576,4.15035731,4.200394243,5.198843571,5.408318174,5.666660636,4.620040155,4.86555468,5.135966829,5.319303869,,
Euro area,EMU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,20.98473299,21.23697712,21.96465466,23.27850295,23.9520679,19.52619009,20.27841887,20.45948478,20.73956728,21.25871305,28.31471364,28.17657751,28.22867352,28.33579964,28.71027733,29.09371727,29.75285327,31.0202333,32.82697763,34.62599258,36.09848274,39.7143432,39.16952031,38.98023615,40.14430877,40.66097941,42.08964642,43.70585897,45.07619142,46.24796476,47.72584911,49.47314413,50.54888319,51.10913921,52.50390472,54.06884662,57.91444278,62.15150817,57.25251509,60.37790907,62.24741527,64.43017763,64.91103325,68.13268468,69.90471989,72.68495449,75.30801256,78.72519334,80.37125126,81.98698437,77.22129837,,
Eritrea,ERI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.593707715,4.533657962,4.274420837,3.8360403,3.609879982,3.702814521,3.666926209,3.719246727,3.355391703,3.485463514,3.561941218,3.871110595,,,,,,,,,,,
Spain,ESP,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,13.88470484,14.04447541,14.14825498,14.06801985,13.79779371,13.83123789,13.45365738,13.27605667,13.17702633,13.08860735,13.07695147,13.32511126,14.64240577,16.04801663,17.57612633,19.09603788,20.54558335,20.95477496,20.9592519,21.68949107,22.52983378,23.38342151,24.51862689,25.20489633,25.94061101,26.89689109,28.18818423,29.20184057,29.53744683,29.92723584,30.48713931,32.81656378,35.1956611,35.70797207,33.08937892,34.19410345,33.85760684,31.3538078,35.11846664,35.05704842,37.96118601,39.47642671,42.17350889,44.14170381,45.31717093,40.45413226,,
Estonia,EST,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.550824292,7.878149578,8.854942566,9.186311559,9.095172496,9.95595971,10.49425534,11.14211875,11.31564672,11.4429264,11.9002448,12.43456105,12.76354432,13.84402318,13.75712087,10.54325707,11.11591244,13.18436141,12.48129833,13.06645851,14.17084,13.48241117,13.99561652,16.117783,26.72329347,31.35868593,,
Ethiopia,ETH,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.432481155,2.950723538,2.988520519,3.015380116,3.241367348,3.506867398,3.774702375,3.993703538,4.374043626,4.735622676,5.013835106,5.406428986,5.816244301,6.26847998,6.699749639,7.341848629,7.842279882,8.498214893,9.013166849,,
European Union,EUU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,25.21378372,25.45402367,26.19933174,27.54440422,28.14776862,22.32903744,23.11116189,23.23242661,23.53151259,24.13129857,27.60998551,27.52587343,27.65781906,27.8397334,28.30896564,28.75642354,29.56708965,30.89558789,32.72110424,34.47906678,31.6995385,34.96417523,34.75148738,34.72742033,36.17863581,37.22132229,38.84575896,40.59473053,41.89874076,43.13307119,45.22319897,47.01722803,47.99379873,48.75441047,50.50723252,52.27550847,56.02770511,59.43034859,55.61849916,57.73139548,60.08423235,61.65251948,62.52397545,65.24495544,67.708407,70.33892562,72.80749612,75.64369026,77.68827707,79.9239705,75.82877223,,
Fragile and conflict affected situations,FCS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,1.071473331,1.069433299,1.091518712,0.974093666,0.933841643,1.000973354,1.001405465,2.644955164,2.845801473,2.720834663,3.243844981,2.912068085,3.37211118,3.213727632,2.983006448,3.028116027,3.049946406,3.097601712,3.222774156,3.527703912,3.760298077,3.932564584,3.716181338,3.805277542,4.262863615,4.542704956,4.83969802,5.168929144,5.47145485,5.695174582,6.153569669,6.256950129,6.3487532,6.562872854,6.78862753,7.066872855,7.060401975,7.037073875,7.527934917,6.821534806,6.577599685,,
Finland,FIN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,23.90900961,24.10726458,25.59013621,26.98053469,27.45585763,27.55772613,27.42090416,27.25815987,27.82280394,29.56069148,30.90113348,30.80816312,31.26677033,31.74264908,32.27133699,32.91536417,36.90990447,42.06975217,49.20783358,58.21190941,67.02850114,61.70930847,58.40440068,56.80711363,57.85123326,59.08306309,62.81838295,68.55284482,74.24533617,79.64688596,66.80078696,56.7858269,49.29833322,43.91114021,40.52638349,37.44047878,35.37117627,39.83273877,43.14169948,42.85738715,48.10318127,54.07341655,58.99190942,65.4223814,73.99638661,86.02977859,104.8383554,108.1852252,89.87926174,84.9147199,83.04223197,,
Fiji,FJI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7094983,68.37816318,65.76671592,62.98176087,55.97253668,54.65239709,51.69524034,50.59589648,48.52430358,47.77954959,44.06482948,42.23048813,43.59577287,40.76860344,41.26075788,42.25268643,42.34859096,44.25435784,44.22820156,45.04752186,44.66432317,45.12561372,44.5001557,45.81498953,47.05435052,47.71843534,49.9775308,52.77802918,55.15367351,56.50254044,59.52732762,61.79671828,61.43709452,50.99264406,,
France,FRA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,41.99243901,41.39354077,41.4083113,40.93584484,40.60030998,40.33209568,40.62308463,41.01620641,42.3041097,43.47631077,44.08298494,43.6541511,43.48267702,45.26075859,48.63730871,52.26711174,55.9401472,60.60213741,61.18467303,61.7127527,62.58599869,64.16603144,65.24065211,65.0445608,66.1479081,66.5149213,70.74126073,75.3275049,81.6644059,79.84643327,81.09621167,78.56381792,84.65955497,87.98812337,88.37386519,86.75446874,93.27844933,93.60993915,95.43755603,99.60431456,91.85053055,,
Faroe Islands,FRO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3055998,111.3525231,112.7751844,111.1862255,111.0158363,101.5867715,100.0192847,98.52929054,98.48953419,97.40706662,98.50589896,97.67313672,85.38120076,80.54340866,79.76997237,77.23061959,76.70972507,75.09283595,75.01832269,72.91287468,77.29355895,74.73635516,74.83375989,80.13938914,85.82267694,90.32929172,95.4226886,99.54014368,103.4012057,105.5637822,106.062721,106.9514381,111.1447995,109.1022236,,
United Kingdom,GBR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,100.6632757,102.892979,108.2209958,116.4235797,123.0288603,132.5435538,135.4937919,141.5321461,148.3277859,150.8231486,150.6152875,148.7805293,149.2036821,152.7411135,158.431664,162.2545252,164.2794145,170.3498214,174.6049892,178.725284,184.8657232,187.6696152,189.8024027,194.5176626,197.8535229,201.8900948,204.997503,320.0022311,325.8625109,313.6445267,321.9271991,349.8775748,340.2464015,363.0109557,393.4475307,359.663964,356.147247,364.849956,371.0707244,377.0238442,335.4348776,,
Georgia,GEO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.344577359,1.743331368,1.647201702,1.787500696,2.109357223,2.483226222,2.738889356,3.028701637,3.334356691,3.532403652,3.766520339,4.22931681,4.52442771,5.014383917,5.476658144,6.154270111,6.291590373,6.1611293,6.655091019,7.268509591,7.864514658,8.29203473,8.813892493,9.245065085,9.68962502,11.73767451,13.10113085,11.29537015,10.01220936,,
Ghana,GHA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,24.53735632,22.43804476,21.81205707,22.54457066,20.98744952,20.17741003,18.66589533,16.68401176,15.3147829,16.02732716,16.24601989,16.50530888,16.72391588,17.098911,17.41044966,17.44808656,17.83248424,17.99797044,18.34952661,18.44546809,18.70125358,19.06289683,19.36870026,19.78685153,20.16791799,20.42996813,20.67604893,21.04089755,21.57039509,22.21175088,22.95135507,23.8415814,24.30209062,25.92559202,26.58022894,28.05924859,31.2496035,33.3195206,35.16459608,35.54908979,34.34649086,35.25699441,38.12299842,40.48665394,43.1214342,43.34305321,,
Gibraltar,GIB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.133812251,4.469849852,4.729813146,5.021848232,5.246135469,5.517356143,5.904227652,6.255819448,6.671426473,7.107399951,7.627059696,8.068383771,8.552723168,8.955813135,9.633452125,10.05426663,10.10329828,10.26259903,10.49193344,10.18541481,10.45504127,10.4780726,9.985252327,10.10011675,10.30674622,10.55983627,10.62928994,10.68424712,10.76300431,11.58303839,12.41735329,12.8462024,13.5677626,14.23533266,,
"Gambia, The",GMB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,24.96610384,23.08349581,20.49430974,17.79270815,16.46698372,15.18713148,14.42699089,14.00639009,13.3906834,12.82183962,12.3724653,11.94948297,11.26469406,10.73334294,10.39509006,10.35972941,10.21218135,10.3722765,10.61023717,10.95685506,10.35287774,10.81131732,11.31498024,10.80746009,10.7474159,11.07448658,11.767296,12.55167151,13.29326641,12.2124648,12.8525896,13.22181479,13.03573328,13.56473296,13.8283445,14.4952318,15.54394593,16.5110985,16.60875955,,
Guinea-Bissau,GNB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.28606861,14.35144107,8.847401376,6.539557838,5.318166282,4.86065568,5.1765983,3.721975227,3.760145475,3.964208095,4.050980916,4.011071563,4.033874913,4.145266415,4.322107581,4.421920518,4.566205815,4.712487291,4.871249808,5.095861719,5.507850915,5.413518888,5.58977788,5.643694684,5.989883597,6.365018364,6.741775044,6.828321684,7.135596159,6.964341852,,
Equatorial Guinea,GNQ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44129496,16.94012308,15.87681568,14.83925209,14.00655732,18.03688396,19.17716515,21.46307149,24.22990497,38.84294787,93.57472641,111.767328,135.7011313,155.1694744,246.7099035,287.0213709,318.7427772,428.9327515,488.6334522,526.2822571,606.7093112,714.6981636,724.2991064,659.6613801,702.6971848,761.1115012,729.6532521,732.6817968,665.9341837,607.2226475,572.8082523,537.0848133,507.6427617,486.1111887,,
Greece,GRC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,22.17168221,23.8857222,26.28563478,28.38373647,26.52921626,28.18950673,29.09463379,28.96336611,30.07137098,30.09816406,29.39327042,28.42126895,27.60770908,26.84030822,26.91709143,27.13388827,25.10858522,22.73602538,22.0861457,21.45521981,20.16222312,20.54392725,20.44837682,20.33284513,20.95996689,21.6299984,21.03612933,20.84313133,21.38362446,21.76791457,22.34466256,22.98688279,23.6035998,24.60938892,25.48548702,25.27705522,26.73881947,27.64834072,27.33241629,25.94537593,24.32975156,21.68535585,20.14858044,19.66143278,19.7728915,19.75005319,19.21174123,19.42539504,19.77290764,20.15943832,18.33158748,,
Grenada,GRD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.57572118,82.24993523,83.64212668,81.05068139,72.77392417,69.71545416,67.73549869,64.64044,63.95146902,66.42857761,70.70974521,73.35468042,76.61098007,79.9523082,80.49222286,69.41976947,,
Greenland,GRL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.61248097,15.09653029,14.48641068,14.03739224,13.67050598,13.62505462,14.48857226,14.96575686,15.03712827,15.47082543,16.1150162,16.59439096,17.20752371,17.9722222,18.70767624,19.20863087,19.80022817,20.47479688,21.29426276,20.9186143,,
Guam,GUM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395432897,1.486601061,1.589322896,1.644700286,1.74977067,1.831334259,1.775184152,1.802307892,1.753338386,1.810260752,1.848238241,1.854251373,1.901564504,1.882786024,2.009837151,2.188053516,2.261823045,2.381333249,2.5205653,2.651540214,2.791444242,2.893429791,2.94221382,2.962442164,3.075249557,3.190090878,3.331763248,3.510100121,5.036276067,,
High income,HIC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,22.3870128,23.14339148,23.24604169,23.5347092,24.12622129,20.58326999,21.07289797,21.1961894,22.00421044,23.19304744,24.17412995,25.05106711,26.17958,27.62540194,28.94208123,28.79985166,30.08881079,29.72171365,30.20144398,31.13681798,32.10357785,33.07033952,33.79493772,34.65429172,35.70637801,37.12764068,37.81725792,38.53547404,39.36249753,40.69334368,41.90410873,44.0276606,46.36905131,46.57939789,46.75962749,49.13895854,49.96519282,50.33391703,51.0332005,52.09184372,53.73428293,54.82404087,56.10720487,57.45282042,58.76815062,56.41613929,,
"Hong Kong SAR, China",HKG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.161601351,8.670257074,9.194859581,9.798708404,10.40508454,10.84538611,10.58166667,10.97648351,11.39750746,11.86807496,12.19937936,12.57244621,13.0552382,13.56347499,14.22034241,14.76711383,15.15889514,13.79993655,,
