country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Portugal,PRT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65829986,15.24179185,13.02652347,11.66478041,12.31728259,13.34336774,14.61191726,16.10197782,17.08918721,18.13455143,18.90061487,19.48217463,19.7529085,20.58840869,21.25920123,22.65174875,22.99814466,23.24108672,22.68214116,23.24835618,23.02573323,22.25874665,22.22159728,22.56979354,23.15221361,23.80415659,34.17259781,35.32942818,36.27723192,33.26603446,,
Paraguay,PRY,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.30946179,33.85728114,35.8249111,36.91418368,37.81065769,38.06038619,39.53643558,41.22325399,43.6005583,43.85326199,45.27063793,44.86654525,43.83283724,42.41516995,31.37072052,25.00780876,21.69221136,19.31722682,17.24279787,16.04897124,15.21600479,14.72250806,13.55055732,13.97523464,13.78885264,12.78197244,13.84199119,14.57578817,15.00681634,15.64731114,16.39995915,16.92545489,16.85743909,16.71924427,,
West Bank and Gaza,PSE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33529541,23.86987428,17.45603348,18.89365006,20.62342437,21.42181373,21.93483514,23.78452819,26.7484844,30.47469919,40.92466765,45.50917947,44.04272044,44.61772487,49.07504554,47.98214286,54.2088382,53.565625,52.10610611,48.02487864,39.83371169,,
Pacific island small states,PSS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7094983,68.37816318,65.76671592,62.98176087,55.97253668,54.65239709,51.69524034,50.59589648,48.52430358,47.77954959,44.06482948,42.23048813,43.59577287,40.76860344,41.26075788,42.25268643,42.34859096,44.25435784,44.22820156,45.04752186,44.66432317,45.12561372,44.5001557,45.81498953,47.05435052,47.71843534,49.9775308,52.77802918,55.15367351,56.50254044,59.52732762,61.79671828,61.43709452,50.99264406,,
Post-demographic dividend,PST,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,25.21378372,25.45402367,26.19933174,27.54440422,28.17421521,22.54632937,23.32075266,23.43482684,23.73305865,24.33689351,20.1048639,20.583189,20.72005141,21.53221285,22.70223043,23.67835241,24.58548824,25.71344843,27.16897462,28.47225464,29.33987803,30.63448605,30.20754274,30.70988193,31.63310998,32.32148758,33.29655714,34.00573572,34.96088434,36.13926194,37.48879844,38.25048073,39.03924576,39.88028439,41.19458109,42.46783203,44.69887007,47.21210511,47.25135668,47.48208211,49.93314972,50.74358863,51.04232666,51.7427047,52.74641772,54.50934775,55.52542039,56.79878568,58.0935723,59.35402974,57.01581394,,
French Polynesia,PYF,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.5560048,200.5727298,200.9103019,196.3748663,221.3590214,229.8087371,284.5091741,329.4968306,380.6855059,418.6307403,491.9112573,548.1373483,564.3818595,585.8577803,612.4583655,646.9598223,664.6570102,656.7981254,664.9087429,670.0605116,645.667295,,
Romania,ROU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.703399889,5.005041249,4.60183466,4.708898037,5.430569909,6.479403712,7.570034582,8.226172112,7.869716674,7.908249105,10.62192572,11.9066301,12.36184629,13.71296152,18.08483201,22.070477,27.33161642,22.69255476,23.6503127,23.46335321,24.93005233,24.5818093,25.48019272,25.80375329,27.44869089,27.51468176,28.70497169,29.22815116,32.71468994,33.97524054,32.7257974,,
Russian Federation,RUS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.463951158,9.744188427,9.762466122,9.547899259,9.379755185,9.71228383,9.396329108,10.21854653,10.28237462,12.39025192,13.05806853,14.10423341,15.22068439,15.16656147,17.75995205,19.40083547,20.54968654,19.0776882,17.94351918,21.0847334,21.20209453,22.635311,19.64298842,21.83666021,21.08538341,21.59702702,22.06286802,22.54782656,21.94720714,,
Rwanda,RWA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2451121,17.42772172,17.62098388,16.27204421,15.94590695,16.0310761,15.9361305,15.73778728,16.16128759,15.95532296,15.99322337,16.19517829,16.56718305,16.39186529,16.49276812,17.06135231,17.22412946,17.09951644,17.76363549,18.33261812,17.71685237,,
South Asia,SAS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.510838451,0.510651888,0.533584152,0.554152837,0.521777259,0.548705592,0.572008285,0.583445946,0.613692438,0.626669568,0.650144789,0.681199332,0.71036187,0.775218414,0.818950779,0.883150998,0.884393102,0.917963632,0.939422976,0.978385248,1.030255212,1.082250877,1.102142799,1.14330921,1.212355225,1.241633101,1.270297503,1.26846478,1.337697605,1.490167131,1.59401103,1.706316606,1.818752708,1.932948261,2.059341961,2.198831887,2.325985251,2.430631917,2.589696864,2.7352087,2.929410943,3.144680764,3.349211159,3.589370844,3.791508628,3.544356854,,
Saudi Arabia,SAU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02054049,20.17137243,19.76456821,19.27651215,19.30266852,19.02750601,19.11544258,17.99012088,18.5805265,18.07149465,17.2484821,18.95534992,20.18240631,20.7195499,20.20203343,20.73354713,22.20020939,21.91301214,23.19865336,25.720426,27.32928645,28.25104899,29.26757278,28.73006365,29.8162434,28.77861397,28.95072566,29.04735761,27.8454737,,
Sudan,SDN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.901434821,2.958162069,3.09605323,3.155193323,3.264604138,3.287758548,3.199616025,3.129920355,3.016310477,,
Senegal,SEN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.495082629,5.380234607,5.523120843,5.413281444,5.488567945,5.493118213,5.500661919,5.432506269,5.662162789,5.70920609,5.815375548,6.088321966,6.398070578,6.572830564,5.720945855,4.911621097,5.147183833,5.345787166,5.534693991,5.621845915,5.738381225,5.905484711,6.023811945,6.183037032,6.22054312,6.42343625,6.531835385,6.889620072,7.27714283,7.687027925,8.205302232,7.127263612,7.368903268,7.466578459,,
Singapore,SGP,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,118.7793823,93.97052033,79.46138299,70.85815977,66.2009064,63.54224043,62.40703103,60.01419488,59.11206296,58.85627308,53.9178293,50.68033571,52.35691273,54.56561928,56.52948929,58.94278811,59.51999856,60.24801039,63.90616903,67.72333893,69.38349833,71.41942566,74.22527331,69.77273159,70.99864181,74.61965488,70.59495962,71.1937063,71.41757605,75.46060531,78.71860547,93.5466902,112.0945301,126.4687815,142.8356852,187.5799145,233.505038,285.9280931,362.1784215,459.4241674,606.9047213,625.6852168,668.6222801,708.7161964,709.6508524,672.4742112,,
Solomon Islands,SLB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682951471,7.153220555,8.496226032,10.69714236,14.00515721,15.73488031,15.01442381,13.90543175,12.12071814,11.71750286,10.5043807,10.20651663,9.570058223,9.781950038,8.940681878,11.03685537,11.78761332,12.28321735,12.55469125,13.08499064,14.13939818,14.90268322,15.3777884,16.19995663,17.22299119,19.83774594,23.94728742,25.0385108,19.88088537,21.08476722,21.96876929,22.72989974,23.9241835,23.45312881,,
El Salvador,SLV,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.89528145,17.99801041,17.13172247,16.44927355,15.30853556,14.66226538,14.04867948,13.4561786,12.80814584,11.66249915,10.79468681,10.0700146,9.394261557,8.971846066,10.30691439,11.67708016,13.43404422,15.0580818,17.97820997,22.46552097,29.01130229,39.86116321,61.79677165,62.05517607,63.90149312,63.21978325,65.23160296,66.25488334,60.83707747,,
San Marino,SMR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.304373526,1.406039011,1.617647059,1.755669446,1.796920353,1.932245872,2.076324202,2.128011684,,
Serbia,SRB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.895831241,9.264966849,8.258947501,8.132146662,8.590146447,8.15427892,8.73696213,8.405523079,9.898971901,8.457231572,8.706162617,7.781469674,7.867164093,8.118690667,8.489748551,,
Sub-Saharan Africa (excluding high income),SSA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,24.53735632,14.78161417,14.57677792,15.03696391,14.23587479,6.844801826,6.202194483,6.756356963,6.266324012,1.376079504,1.979968292,2.082311492,8.641517294,8.835793989,8.817008888,10.48118051,10.41428815,10.07796391,9.830974742,9.703363451,10.02979204,10.27642652,10.38734021,10.40020387,10.39023569,10.50206898,10.5819032,10.42170055,10.59478356,11.0863024,11.52998979,12.10319264,12.73325455,13.23635584,13.57380245,14.26033869,14.87468729,12.66672236,13.04642496,13.3979924,13.46896374,13.46087388,13.77978526,13.92493722,14.21651224,13.88647404,,
South Sudan,SSD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.47801039,19.77282616,20.43989181,18.23373976,,,,,,,
Sub-Saharan Africa,SSF,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,24.53735632,14.78161417,14.57677792,15.03696391,14.23587479,6.844801826,6.202194483,6.756356963,6.266324012,1.376079504,1.979968292,2.082311492,8.641517294,8.835793989,8.829787789,10.49022158,10.42353303,10.087661,9.841299869,9.713057206,10.03904529,10.28596453,10.39799222,10.4116451,10.40168273,10.51335736,10.59253336,10.43147215,10.60367557,11.0946671,11.53900714,12.11302822,12.74409951,13.24673712,13.5839187,14.27096469,14.88614894,12.67582514,13.05589536,13.40770399,13.47905554,13.47149347,13.79089693,13.93623973,14.22812459,13.89709822,,
Small states,SST,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,16.04848191,16.46373699,17.20272143,10.79032187,10.75136095,10.89011616,10.82961646,11.0850076,13.36757708,13.6457562,15.55744651,16.25837522,16.97433604,19.36544859,22.30712213,16.04738639,15.71557374,15.73022254,15.55319898,15.82298488,17.00707604,17.32103903,17.60270702,21.63594958,22.31223232,23.09596635,23.89964189,22.83181098,23.9521134,26.08392803,28.18881027,29.37953772,30.4432799,31.22702535,33.16454078,34.78963691,35.74050255,37.03264111,41.01745499,39.55458675,39.80057529,41.35509701,44.48736865,42.49141234,,
Sao Tome and Principe,STP,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31877938,7.972941299,8.048632512,7.804257046,7.823712549,8.037499515,7.885889066,7.952912028,7.753286038,7.890314396,7.875253453,7.780673365,7.825779889,8.014534179,8.016673639,8.049620882,8.359449253,8.605657513,8.795916194,9.061954632,,
Suriname,SUR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.412435757,5.63666274,5.680681554,5.252696771,5.228412632,5.092518527,4.613505354,4.635897834,4.50880403,4.43237785,4.563259066,4.549960184,4.375423691,4.359599779,4.604671326,4.799067638,5.172950521,5.692482127,6.03447438,6.477546144,6.808645123,7.090754989,7.304449,7.682003197,8.131351809,8.350113612,8.595059322,8.617019959,8.323085135,7.913940042,8.037966604,8.435706955,8.534303319,7.170931603,,
Slovak Republic,SVK,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88525753,25.83374136,29.17806046,31.9865957,34.8649079,37.61153097,38.99618958,41.00578561,43.78069608,47.36667062,52.99806537,59.39308344,67.69120773,83.52526441,107.3084852,117.4216499,117.3079165,130.8972721,136.1162611,122.9448833,129.1383464,151.1405578,154.9875926,163.2074061,167.7005519,174.3968388,178.118957,173.2243853,,
Slovenia,SVN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37769799,39.15957636,40.50354413,41.67163197,43.78653888,46.54744981,43.33527554,44.19932618,45.62571637,50.08856865,44.68336721,35.51346546,43.02294743,48.05742032,50.13347689,50.059567,50.6788243,53.37193522,48.06168139,,
Sweden,SWE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,48.15866173,48.46603882,49.42528431,51.23144321,52.71090228,53.89443496,54.54119737,53.7460722,54.76449256,56.94766675,57.99757071,61.67400987,66.32934043,72.07444303,80.46125095,88.48763918,90.84618656,93.86932662,96.24718641,98.77743847,99.69054672,98.46517911,97.24252847,97.95766284,104.8049063,112.2336999,114.2999969,118.1138017,123.5560903,129.1700719,135.7127448,138.2972979,141.3355803,145.4152725,152.5818242,157.8386151,165.2296728,170.9447805,168.9114833,160.3906087,168.6943514,178.2475642,181.5400712,188.3097055,198.2945618,212.6752764,215.1224341,218.6757421,220.9662403,223.3774608,216.6286702,,
Eswatini,SWZ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,1.16658688,1.299322072,1.278173275,1.258703157,1.301216361,1.316048986,1.440638672,1.610924091,1.676009719,1.848524269,2.186354753,2.17554415,2.197048895,2.217226857,2.223282099,2.283133022,2.323558015,2.348799212,2.363732889,2.387681144,2.384821832,2.398009064,2.490676477,2.574598728,2.654846647,2.80040333,2.96820817,3.09985935,3.125329776,3.174242714,3.294665704,3.368704412,3.550500949,3.687593381,3.72163837,3.804537145,3.844964545,3.922885756,4.015808801,4.124378505,4.060052941,,
Sint Maarten (Dutch part),SXM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.01211646,50.48450513,52.06817931,56.00222325,59.69200788,59.43463256,59.16310458,62.30414983,70.01803741,76.18736637,77.90657146,79.38600465,77.878104,79.12357837,74.75087067,72.62013175,79.16012809,86.60603057,95.63162258,93.57851471,92.54424209,98.05521649,105.7891058,107.1229254,113.5696655,118.6857349,125.3764231,132.0879126,138.0465237,142.4624718,146.8786225,135.5797312,,
Syrian Arab Republic,SYR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,2.212892729,2.14732728,1.856954973,1.823856038,1.662727209,1.736602476,1.720088647,1.635889048,1.557419863,1.345314681,1.381283136,1.198262174,1.152118052,1.289459657,1.058838658,1.047049979,1.076942579,1.164606688,1.185526515,1.2066789,1.287351272,1.366051342,1.388636503,1.434150108,1.40379779,1.378212937,1.349490312,1.333827889,1.619391117,1.772316363,1.877849008,1.972608941,2.084546446,2.177864769,2.313982936,2.441916433,2.519578418,1.861926978,1.372238551,1.230756092,1.179313052,1.103771084,1.095787709,1.111053961,1.124616655,1.081052586,,
Turks and Caicos Islands,TCA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.90666135,10.96259164,9.560020296,7.839215079,7.435750962,7.131700239,5.406120556,5.409519324,5.017471775,4.732025061,4.640711368,4.63093671,4.31064417,4.020389559,4.264582665,4.406327251,5.019580838,6.660946898,7.761435503,7.811749941,8.067311307,8.313581437,8.664222991,9.838233945,9.84638687,10.72099967,11.3320968,12.11400979,12.44928629,11.67051781,11.32172152,11.59050346,11.9668682,11.7753975,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,0.98297294,1.05210071,1.144577709,1.252391635,1.399974977,1.506676222,1.596648427,1.751713931,1.80937634,2.145444589,2.282561744,2.510774512,2.762760519,3.047637145,3.316615305,3.594021875,3.842767663,3.939183214,4.146293796,4.434160565,4.703239194,5.035252112,5.434481904,5.86756347,6.389173164,6.560967138,7.219822566,7.720755341,8.228003591,8.934652811,9.558309246,10.17394181,10.8001181,11.57732377,12.26646575,12.83850823,13.74062846,14.67669285,15.48414063,16.17939368,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99715194,7.446476505,7.862634263,7.075331227,4.959991801,5.055682868,5.198007414,5.471383834,5.542000394,5.750827859,6.091829382,6.549155508,7.039666311,7.538347485,8.139610687,8.56844852,9.548837341,10.16777853,10.69735154,10.10168655,10.26372601,11.10305351,11.41471469,11.89767813,11.84327724,12.17247878,12.13373252,12.39545188,12.73230556,12.99139759,13.93546576,,
Togo,TGO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.90531965,19.90394023,19.49641595,18.37070098,17.2839241,15.76768917,12.75108513,13.99622668,14.43915755,15.06127786,16.53867639,15.5377441,15.33443031,14.67165979,14.82159097,15.41910989,14.87136784,13.43282748,11.77234244,12.08432507,11.9423197,12.42744692,13.11566786,13.91562644,14.80597592,15.77480599,16.73901625,17.73006454,18.74827882,19.79051051,20.65095208,21.67858746,22.86222131,23.26295603,,
Thailand,THA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.574403074,5.670600484,5.631438283,6.054550234,6.105416453,6.547619324,6.723586303,6.789777917,7.002572765,7.243122183,7.545716725,7.864362555,8.033576593,7.535857226,,
Tajikistan,TJK,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267021152,0.2312275,0.190462927,0.191526524,0.199500197,0.204646784,0.219313962,0.244007295,0.274565784,0.30958387,0.34695346,0.376240022,0.409254804,0.444596544,0.483467352,0.506277751,0.543464913,0.588350616,0.637577359,0.690325034,0.742614127,0.793820832,1.010643897,1.185516381,1.04251579,1.032224341,1.077642725,,
Turkmenistan,TKM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377720539,0.347762956,0.36816254,0.323662024,0.343974123,0.397669219,0.416238917,0.424277459,0.415755614,0.419857498,0.420680313,0.475511931,0.527691322,0.585519294,0.670982686,0.711268768,0.776003668,0.889272664,0.987090805,1.086793818,1.197654313,1.274354489,1.352148169,1.403183747,1.599738281,1.649699033,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,25.05283806,22.80313961,19.67077888,18.14405899,17.5462879,16.52587607,15.26845696,14.03202678,13.16625176,12.72928486,12.73619796,9.312836969,9.874574967,9.453592443,10.34256673,9.707379277,9.967960953,9.798484615,9.600820798,9.775806559,9.667876857,9.597243963,14.37929522,14.08617906,14.01904958,13.59481285,13.73032518,12.49354068,12.72385686,13.08368371,12.77043057,12.99466466,13.53539317,13.64186131,13.52581795,13.56025215,13.37768871,13.02144464,13.00091474,13.50296278,13.80540061,14.27738363,14.61010492,14.53368499,13.91456025,14.30698927,14.84781805,15.03327486,15.43485453,15.39304964,15.28692358,14.89250787,15.09131246,15.15349672,15.09156605,14.06894154,,
Timor-Leste,TLS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757449589,0.780079525,0.747944882,0.824702127,0.918640183,1.011829889,1.10622779,1.172115312,1.229063682,1.26720006,1.323868767,1.360450197,1.406473919,1.363468877,1.354057454,1.672447691,2.206200794,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,17.13070675,14.46619349,17.59551626,17.47227021,17.99922738,2.386563569,2.73759228,2.699607584,2.547864905,2.436343139,2.251152582,2.216222862,2.46377857,2.554851124,2.510118896,2.554158644,2.460361983,2.463675232,2.485674803,2.495549047,2.835710701,2.737034761,2.808023845,2.805227968,2.713542873,2.666001139,2.77068233,2.805781309,2.91987499,3.150638973,3.406929632,3.461717967,3.52779007,3.6203478,3.894338957,4.074144505,4.289978846,4.558948884,4.73316092,4.862059033,5.123414099,5.135664466,5.33929872,5.379701496,5.840513005,5.991490673,6.211121578,5.876364676,6.192409985,5.672920724,5.517473833,,
Tonga,TON,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.510838451,0.510651888,0.533584152,0.554152837,0.521777259,0.548705592,0.572008285,0.583445946,0.613692438,0.626669568,0.650144789,0.681199332,0.71036187,0.775218414,0.818950779,0.883150998,0.884393102,0.917963632,0.939422976,0.978385248,1.030255212,1.082250877,1.102142799,1.14330921,1.212355225,1.241633101,1.270297503,1.26846478,1.337697605,1.490167131,1.59401103,1.706316606,1.818752708,1.932948261,2.059341961,2.198831887,2.325985251,2.430631917,2.589696864,2.7352087,2.929410943,3.144680764,3.349211159,3.589370844,3.791508628,3.544356854,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,24.53735632,14.78161417,14.57677792,15.03696391,14.23587479,6.844801826,6.202194483,6.756356963,6.266324012,1.376079504,1.979968292,2.082311492,8.641517294,8.835793989,8.829787789,10.49022158,10.42353303,10.087661,9.841299869,9.713057206,10.03904529,10.28596453,10.39799222,10.4116451,10.40168273,10.51335736,10.59253336,10.43147215,10.60367557,11.0946671,11.53900714,12.11302822,12.74409951,13.24673712,13.5839187,14.27096469,14.88614894,12.67582514,13.05589536,13.40770399,13.47905554,13.47149347,13.79089693,13.93623973,14.22812459,13.89709822,,
Trinidad and Tobago,TTO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.80039656,37.98429428,40.27835448,42.28105139,43.19073644,45.73313379,51.3618279,54.43048053,63.38524254,70.71967547,73.02596521,74.4418114,70.18623719,71.52747341,70.35528901,75.00585785,77.88893401,80.47713999,79.86903704,74.4663446,70.96121458,70.34316522,70.42081988,65.01367613,,
